Subawardee UEI,Role / Description,Source URLs,NAICS-6 code,NAICS-6 title
CFXRGJSB9UB6,"SPD Electrical Systems in Camden, New Jersey manufactures shock-hardened naval circuit breakers, switchgear, and power-distribution equipment. Its DDG-51 role is electrical protection and distribution hardware, distinct from L3Harris’s Tulsa switchboard assembly and Anaheim transformer businesses.","https://www.highergov.com/awardee/l3harris-maritime-power-energy-solutions-inc-10107022/
https://www.l3harris.com/all-capabilities/air-circuit-breaker-4012
https://govtribe.com/vendors/spd-electrical-systems-inc-dot-30086",335313,Switchgear and Switchboard Apparatus Manufacturing
WPP2ABN6UCF5,"This UEI is L3Harris Henschel’s Norfolk ship-control business. It supplies machinery-control and monitoring equipment—operator consoles, control panels, alarms, and associated shipboard control electronics—for naval vessels; public sources do not itemize the exact DDG-51 cabinet or console in this subaward.","https://app.g2xchange.com/companies/WPP2ABN6UCF5
https://www.highergov.com/awardee/l3-technologies-inc-10107051/
https://www.l3harris.com/all-capabilities/ship-control-systems",334290,Other Communications Equipment Manufacturing
FG7CGCHSNML9,"This UEI resolves to the former L-3 Security & Detection Systems business, now Leidos Security Detection & Automation in Tewksbury, Massachusetts. Its public product line is airport/cargo security screening, and I found no credible evidence of a DDG-51 ship-construction role for this exact entity.",https://www.highergov.com/awardee/leidos-security-detection-automation-inc-10118937/,561621,Security Systems Services (except Locksmiths)
LM35HWEVUPH3,"ADI Technologies is a procurement/technical-services company rather than a ship-component manufacturer. Navy notices tied to this UEI show it furnishing a quick-acting watertight door for USS Preble (DDG-88), so its concrete role is sourcing that closure assembly rather than manufacturing the broader parent’s interior systems.","https://www.highergov.com/awardee/adi-technologies-inc-10020267/
https://sam.gov/opp/4acc8c0fc4e04147a67878ad561012a5/view
https://sam.gov/opp/a02f9303750f454490b37ca0791d39c9/view",541613,Marketing Consulting Services
KCYPSYNH1M94,"US Joiner fabricates and installs naval joiner systems such as non-structural bulkheads, doors, modular berths/furnishings, and fire-rated interior barriers. These are ship-interior and habitability construction products, distinct from Trident’s HVAC and IMECO’s machinery/electrical integration work.","https://www.highergov.com/awardee/us-joiner-llc-10418343/
https://www.sbir.gov/awards/120958
https://www.usjoiner.com/",336611,Ship Building and Repairing
G78MQ69BN636,"Aircraft Appliances and Equipment Limited manufactures military pressure switches, control panels, power panels, and related electromechanical equipment. Public Navy notices confirm those product types for this entity, but do not identify the precise DDG-51 assembly represented by the subaward.","https://www.highergov.com/awardee/aircraft-appliances-and-equipment-limited-10112412/
https://sam.gov/opp/ab1bc239619d7f4eef7823e021a97364/view
https://sam.gov/workspace/contract/opp/7d8cedc59c074af170e8c6435f4d4c5a/view",332420,Metal Tank (Heavy Gauge) Manufacturing
ZLM5NQE8LSR8,"IMECO’s Marinette operation engineers and integrates marine HVAC, electrical, and machinery packages. A Navy notice linked to this UEI identifies a motor-and-brake assembly, but public sources do not disclose which DDG-51 shipboard system the subaward supported.","https://app.g2xchange.com/companies/ZLM5NQE8LSR8
https://sam.gov/workspace/contract/opp/d3c56ec516cd4c89ac4f30d7b8eb6258/view
https://www.imeco.com/",333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing
MP5UJHMEHFV1,"Trident Maritime Systems is the corporate/integration entity for marine HVAC, refrigeration, power, automation, and ship-interior packages. Public procurement records connect this UEI to marine HVAC/Johnson Controls equipment, but the exact DDG-51 equipment package cannot be distinguished from work performed by its operating subsidiaries.","https://www.highergov.com/awardee/trident-maritime-systems-inc-10107229/
https://sam.gov/opp/9ff352acc4944eef9f4d522f6eb90f39/view
https://www.tridentmaritimesystems.com/",336611,Ship Building and Repairing
JA2KCX21NL48,"This Chesapeake, Virginia Wartsila Defense entity is the U.S. engineering/manufacturing operation for naval shaft-line and propulsion products, including propellers and shaft, rudder, and stern-tube seals. Public sources support those product families, but do not identify the exact DDG-51 new-construction item in this subaward.","https://www.highergov.com/awardee/defense-maritime-solutions-inc-10119303/
https://govtribe.com/vendors/wartsila-defense-inc-dot-0eya6
https://www.wartsila.com/marine/products/propulsors-and-gears/seals-and-bearings",336611,Ship Building and Repairing
TPN7LAC6HGW3,"This UEI is Wartsila/Defense Maritime Solutions’ Poulsbo, Washington registration, separate from the Chesapeake manufacturing entity. Its public footprint is West Coast installation, repair, overhaul, and parts support for naval shaft-line, propeller, and seal systems; an exact DDG-51 new-construction component was not publicly confirmed.","https://app.g2xchange.com/companies/TPN7LAC6HGW3
https://www.dmsamerica.com/",336611,Ship Building and Repairing
JEP5GQGFPUL9,"Portland Valve manufactures Navy ship-service ball valves and other specialty valves used on destroyers, submarines, and carriers. For DDG-51 construction, this entity’s distinct contribution is valve hardware for shipboard fluid systems, although the exact valve list is not public.","https://www.highergov.com/awardee/portland-valve-llc-10110208/
https://www.circor.com/news/circor-brand-portland-valve-announces-50-year-anniversary
https://www.circor.com/brands/portland-valve",332911,Industrial Valve Manufacturing
HUK5MJK4MH39,"Leslie Controls manufactures severe-service regulating and control valves, pressure-reducing valves, and fluid-control systems. Its DDG-51 role is shipboard control-valve hardware; the public record does not identify the particular valve or service supplied under this UEI.","https://www.highergov.com/awardee/leslie-controls-inc-10109971/
https://www.circor.com/brands/leslie-controls",332911,Industrial Valve Manufacturing
K574V7KEQUC8,"This UEI is CIRCOR Aerospace’s Corona, California operation, not a CIRCOR naval-valve or pump business. I found no public evidence tying this aerospace-focused entity to a distinct DDG-51 construction component; a Navy notice for the UEI concerns sanitary-tank hardware but does not establish a DDG-51 shipset role.","https://www.highergov.com/awardee/circor-aerospace-inc-10414129/
https://sam.gov/workspace/contract/opp/c08564d31cce4260aa61720f8d870603/view",336412,Aircraft Engine and Engine Parts Manufacturing
QV38GMJUBJQ3,"L3Harris Maritime Services in Norfolk provides shipyard production labor and installation services, including welding, pipefitting, shipfitting, blasting/painting, and equipment installation. Public sources do not disclose the exact DDG-51 work package, but this is a hands-on construction/service role rather than an equipment-manufacturing role.",https://www.highergov.com/awardee/l3harris-maritime-services-inc-10111066/,336611,Ship Building and Repairing
FRJQGQHDX4J3,"This UEI is L3’s Communications Systems-West operation in Salt Lake City, a manufacturer of secure tactical communications electronics. I found no public evidence identifying a distinct DDG-51 construction item supplied by this entity.","https://www.highergov.com/awardee/l3-technologies-inc-10111681/
https://www.l3harris.com/all-capabilities/tactical-communications",334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
